CaseOrder,Customer_id,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
7891,C909763,Ione,OR,Morrow,97843,45.50473,-119.8979,621,Urban,America/Los_Angeles,"Journalist, newspaper",1.0,19.0,Regular High School Diploma,Full Time,39936.76222636489,Divorced,Female,No,12.3574,13,1,3,No,One year,No,No,None,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),64.12593000000001,190.706,5999.971,5,5,5,3,4,2,5,3
7892,O636437,Frankfort,KY,Franklin,40601,38.23397,-84.88086,51082,Suburban,America/New_York,"Engineer, agricultural",4.0,53.27574750830565,Associate's Degree,Full Time,16210.46,Widowed,Male,No,13.394979999999999,14,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Mailed Check,59.39366999999999,175.505,5339.491,3,3,2,2,4,3,4,2
7893,F638638,Memphis,TN,Shelby,38120,35.12352,-89.85219000000001,14634,Rural,America/Chicago,Surgeon,1.0,66.0,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Separated,Female,No,6.495026,13,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Electronic Check,63.98562,159.3397,5449.052,3,3,4,3,4,4,4,3
7894,V189914,Elnora,IN,Daviess,47529,38.86025,-87.07992,1057,Rural,America/Indiana/Vincennes,"Engineer, communications",0.0,41.0,Master's Degree,Full Time,9789.41,Divorced,Male,No,10.3875,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),55.581590000000006,123.1679,4665.935,2,4,3,4,2,2,4,3
7895,C234795,Dayton,MD,Howard,21036,39.23372,-77.00258000000001,2275,Suburban,America/New_York,"Psychologist, prison and probation services",3.0,53.27574750830565,Bachelor's Degree,Full Time,39936.76222636489,Widowed,Female,No,18.483179999999997,13,0,0,Yes,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,Yes,No,No,No,Electronic Check,52.21545,148.111,4533.343,2,2,2,3,3,3,4,2
7896,G992361,Gregory,SD,Gregory,57533,43.37415,-99.43177,1939,Suburban,America/Chicago,Musician,1.0,32.0,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Divorced,Male,No,7.392218,13,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,No,No,Credit Card (automatic),53.61209,117.5071,5134.603,4,5,4,5,2,5,4,4
7897,A316138,Fyffe,AL,DeKalb,35971,34.45552,-85.94511999999999,5428,Rural,America/Chicago,Air traffic controller,0.0,27.0,GED or Alternative Credential,Full Time,39936.76222636489,Widowed,Female,No,17.31242,12,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,50.54849,149.251,4452.333,4,3,3,4,5,3,4,3
7898,P791872,Bethune,SC,Kershaw,29009,34.43983,-80.37879000000001,2068,Rural,America/New_York,Local government officer,3.0,46.0,Professional School Degree,Part Time,43736.4,Widowed,Male,Yes,16.47446,15,2,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),62.33818,192.1998,3398.8427520151345,4,3,3,4,3,4,5,2
7899,N476269,Whitewater,MO,Cape Girardeau,63785,37.26415,-89.81515,879,Rural,America/Chicago,Financial controller,1.0,45.0,Regular High School Diploma,Full Time,7071.85,Widowed,Male,No,10.323030000000001,12,1,0,Yes,Month-to-month,No,No,DSL,No,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),67.2599,116.0806,6210.253000000001,2,3,2,4,4,4,3,3
7900,M539051,Columbus,OH,Franklin,43213,39.96894,-82.86751,33551,Urban,America/New_York,Energy manager,3.0,28.0,Bachelor's Degree,Full Time,72549.36,Married,Male,No,9.696867999999998,17,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,54.396,228.2664,5189.737,2,2,1,1,6,2,2,3
7901,J37919,Townville,SC,Anderson,29689,34.527429999999995,-82.87393,3934,Suburban,America/New_York,"Psychologist, forensic",1.0,89.0,Associate's Degree,Unemployed,54872.48,Divorced,Female,No,12.673589999999999,14,0,0,No,Month-to-month,No,Yes,None,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Credit Card (automatic),54.53013000000001,153.4249,4745.854,3,4,3,2,4,4,4,4
7902,B947370,Cedar Bluffs,NE,Saunders,68015,41.38558,-96.64341999999999,1166,Suburban,America/Chicago,"Surveyor, insurance",0.0,57.0,Associate's Degree,Unemployed,65558.44,Widowed,Female,No,6.592069,7,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),40.324670000000005,181.5095,3629.658,3,3,2,4,4,2,3,3
7903,U76650,Greenville,TX,Hunt,75401,33.184259999999995,-96.11950999999999,18869,Rural,America/Chicago,Sport and exercise psychologist,0.0,52.0,Nursery School to 8th Grade,Retired,19533.16,Widowed,Female,No,11.98015,17,0,1,No,Two Year,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,No,Credit Card (automatic),67.58811,223.4188,6144.675,1,3,3,3,5,2,3,4
7904,O716781,Argyle,GA,Clinch,31623,31.07442,-82.64407,113,Urban,America/New_York,Investment analyst,0.0,66.0,"9th Grade to 12th Grade, No Diploma",Unemployed,39936.76222636489,Never Married,Male,No,8.276087,16,3,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Electronic Check,52.0997,160.342,3398.8427520151345,4,5,4,3,3,4,5,3
7905,Q523567,Mount Vernon,OH,Knox,43050,40.3723,-82.4956,28508,Urban,America/New_York,Exercise physiologist,1.0,53.27574750830565,Associate's Degree,Part Time,36262.17,Divorced,Male,No,11.03078,15,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Electronic Check,70.02925,230.0334,6359.455,4,4,3,4,3,4,3,3
7906,H483436,Lake Clear,NY,Franklin,12945,44.33748,-74.23815,581,Urban,America/New_York,Telecommunications researcher,2.0,53.27574750830565,Associate's Degree,Full Time,29599.71,Widowed,Female,No,39.31521,10,0,2,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Mailed Check,62.2937,271.3032,5896.1359999999995,4,3,4,4,2,5,3,5
7907,L597636,Woodstock,NY,Ulster,12498,42.0485,-74.10639,5005,Urban,America/New_York,Television/film/video producer,2.0,65.0,"Some College, Less than 1 Year",Full Time,39936.76222636489,Widowed,Female,No,4.7980279999999995,10,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,69.97639000000001,206.1195,6188.585999999999,3,3,2,4,3,4,3,5
7908,S189124,Stratford,OK,Garvin,74872,34.78092,-96.98194000000001,3263,Rural,America/Chicago,Regulatory affairs officer,2.0,53.27574750830565,Regular High School Diploma,Retired,16263.98,Married,Male,No,4.395157,10,0,1,Yes,One year,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),56.097669999999994,130.5426,5286.986,2,2,2,2,3,3,3,4
7909,R190531,Belle Center,OH,Logan,43310,40.53492,-83.78125,2841,Rural,America/New_York,"Sound technician, broadcasting/film/video",5.0,73.0,Regular High School Diploma,Full Time,41055.8,Divorced,Female,No,18.001910000000002,10,1,2,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,48.926590000000004,175.0777,4888.5109999999995,3,3,3,3,4,4,5,3
7910,N580342,Dallas,TX,Dallas,75211,32.73491,-96.90299999999999,79010,Urban,America/Chicago,Biomedical scientist,0.0,69.0,Regular High School Diploma,Student,138155.7,Never Married,Prefer not to answer,No,10.06219,12,2,0,No,Two Year,Yes,No,DSL,No,No,No,No,No,No,Yes,No,Yes,Mailed Check,64.90171,116.4883,5975.365,4,4,5,3,4,4,3,4
7911,I62390,Blanca,CO,Costilla,81123,37.3986,-105.5698,937,Suburban,America/Denver,Barrister's clerk,0.0,67.0,"Some College, 1 or More Years, No Degree",Part Time,43750.86,Married,Female,No,9.717672,12,3,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Mailed Check,52.36016,152.4984,4505.464,3,5,4,3,4,4,4,5
7912,E976731,Indianapolis,IN,Marion,46218,39.80723,-86.09978000000001,27851,Suburban,America/Indiana/Indianapolis,Telecommunications researcher,8.0,42.0,Bachelor's Degree,Part Time,39936.76222636489,Never Married,Female,No,13.79925,13,1,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,47.24188,243.3339,4694.577,3,3,3,2,3,3,3,4
7913,J225496,Carson,VA,Prince George,23830,37.02013,-77.39589000000001,1331,Rural,America/New_York,"Runner, broadcasting/film/video",4.0,51.0,Regular High School Diploma,Full Time,44318.03,Separated,Male,No,11.525,12,2,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),49.88118,125.7997,4361.159000000001,2,3,1,4,4,4,4,4
7914,Z22317,Altoona,PA,Blair,16601,40.555640000000004,-78.37019000000001,32019,Suburban,America/New_York,"Engineer, broadcasting (operations)",2.0,32.0,Regular High School Diploma,Full Time,38806.49,Separated,Male,No,7.797957000000001,14,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),51.39351,162.5906,4668.189,3,2,3,3,4,2,3,3
7915,Z151219,Lebanon,MO,Laclede,65536,37.686240000000005,-92.64574,29232,Rural,America/Chicago,Community education officer,3.0,81.0,Regular High School Diploma,Full Time,16134.75,Separated,Male,No,8.965747,11,4,1,No,Two Year,Yes,No,None,Yes,Yes,No,No,Yes,No,No,Yes,No,Mailed Check,64.33331,159.256,5656.694,6,5,5,4,3,5,4,3
7916,V593517,Desdemona,TX,Eastland,76445,32.2995,-98.55077,165,Urban,America/Chicago,Medical secretary,2.0,89.0,Regular High School Diploma,Full Time,24417.9,Separated,Female,No,10.343739999999999,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,58.06953000000001,182.21900000000002,5026.193,3,3,1,4,3,3,4,5
7917,Y809841,Ozone,AR,Johnson,72854,35.706340000000004,-93.4243,770,Urban,America/Chicago,"Engineer, site",4.0,77.0,Associate's Degree,Part Time,21887.88,Divorced,Male,No,7.221203999999999,9,1,0,No,One year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,55.29166,149.3664,3398.8427520151345,4,4,4,2,5,4,3,3
7918,Q627124,Wake,VA,Middlesex,23176,37.57039,-76.42148,331,Suburban,America/New_York,Sports coach,2.0,79.0,Master's Degree,Student,15231.77,Divorced,Male,No,39.43065,10,1,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,34.49885764604514,211.0525,5920.786999999999,5,3,3,6,2,4,4,6
7919,H05636,Utopia,TX,Uvalde,78884,29.61297,-99.49586,1224,Urban,America/Chicago,Purchasing manager,0.0,59.0,GED or Alternative Credential,Retired,44808.02,Divorced,Female,No,15.586229999999999,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Electronic Check,68.26584,181.5177,5729.894,4,5,4,4,3,6,5,4
7920,G761551,Fort Madison,IA,Lee,52627,40.66823,-91.34873,12562,Rural,America/Chicago,"Psychologist, sport and exercise",1.0,53.27574750830565,Regular High School Diploma,Full Time,89310.12,Separated,Female,No,7.076275,11,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,58.42341999999999,135.8386,4805.808,5,6,5,2,2,5,4,5
7921,B165487,Cecil,AL,Montgomery,36013,32.29372,-85.98264,650,Suburban,America/Chicago,Financial planner,0.0,28.0,Bachelor's Degree,Full Time,34629.11,Never Married,Male,No,14.02105,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,50.84495,148.9323,4495.26,4,4,4,3,3,4,4,4
7922,W419824,Schaumburg,IL,Cook,60193,42.01177,-88.09624000000001,40248,Urban,America/Chicago,Social researcher,3.0,30.0,"Some College, 1 or More Years, No Degree",Full Time,18998.58,Widowed,Male,No,13.167029999999999,8,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,63.87305,160.48,5633.418000000001,3,4,4,3,5,3,3,3
7923,Z656999,Medina,OH,Medina,44256,41.1401,-81.85903,62916,Suburban,America/New_York,Radiation protection practitioner,5.0,62.0,Regular High School Diploma,Full Time,12154.87,Widowed,Male,No,10.66785,12,0,0,No,Month-to-month,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Yes,No,No,Mailed Check,43.18866,184.1179,4556.396,2,3,4,3,5,3,4,3
7924,N08618,Saint Louis,MO,St. Louis,63127,38.53325,-90.41346999999999,4986,Rural,America/Chicago,Race relations officer,1.0,43.0,No Schooling Completed,Student,39936.76222636489,Divorced,Male,No,16.6563,12,0,0,Yes,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Mailed Check,64.2522,161.0823,5722.812,1,3,3,2,6,2,4,2
7925,W852861,Shelby,NE,Polk,68662,41.21054,-97.41405999999999,1357,Suburban,America/Chicago,Retail merchandiser,1.0,56.0,Bachelor's Degree,Student,11397.14,Separated,Female,No,7.49471,11,2,0,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Mailed Check,48.79391,139.6205,4663.083,3,3,3,2,4,3,3,3
7926,G134959,Mayslick,KY,Mason,41055,38.51828,-83.87086,2060,Urban,America/New_York,Ship broker,1.0,53.27574750830565,Regular High School Diploma,Full Time,39936.76222636489,Divorced,Female,No,11.06355,8,4,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Credit Card (automatic),51.54883,141.2173,5022.316,3,3,3,2,3,3,4,3
7927,P318419,Saulsbury,TN,Hardeman,38067,35.09287,-89.04266,1166,Suburban,America/Chicago,Insurance claims handler,1.0,52.0,Bachelor's Degree,Full Time,64756.4,Separated,Female,No,9.945328,17,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),70.24032,144.529,5847.101,4,3,3,3,2,3,4,3
7928,N300915,Victory Mills,NY,Saratoga,12884,43.08835,-73.59137,539,Urban,America/New_York,Chief Strategy Officer,0.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Never Married,Male,No,13.37761,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,66.8616,158.8105,6286.518,2,2,2,5,3,2,3,2
7929,S667339,Pine Brook,NJ,Morris,7058,40.86728,-74.34275,5068,Urban,America/New_York,Adult guidance worker,1.0,53.27574750830565,Regular High School Diploma,Retired,12116.02,Widowed,Male,No,11.83705,5,2,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),43.2029,139.1716,4326.5070000000005,3,3,3,3,4,2,3,3
7930,O417843,Ochlocknee,GA,Thomas,31773,30.976229999999997,-84.04651,3547,Urban,America/New_York,Paediatric nurse,1.0,72.0,"Some College, 1 or More Years, No Degree",Full Time,17974.85,Widowed,Female,No,10.18093,14,2,0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,48.36469,131.1889,4565.513,4,4,4,3,4,4,3,4
7931,F286585,Manhattan,KS,Riley,66503,39.26364,-96.68621999999999,15702,Suburban,America/Chicago,"Psychologist, sport and exercise",0.0,80.0,"9th Grade to 12th Grade, No Diploma",Full Time,32843.32,Widowed,Male,No,11.0186,18,1,1,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,46.39161,147.0433,3951.002,4,4,4,4,2,5,3,3
7932,Z15707,Huntsburg,OH,Geauga,44046,41.54269,-81.06935,2473,Rural,America/New_York,Historic buildings inspector/conservation officer,1.0,70.0,Bachelor's Degree,Full Time,27246.52,Never Married,Female,No,8.269496,12,2,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),65.51344,207.547,5850.928000000001,3,4,4,1,5,1,1,1
7933,B110833,Saint Cloud,MN,Stearns,56303,45.5744,-94.21155,24674,Suburban,America/Chicago,Special effects artist,2.0,70.0,Associate's Degree,Student,50998.03,Widowed,Male,No,8.507539999999999,11,0,0,No,One year,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,No,Electronic Check,70.74091999999999,160.3366,6190.253000000001,4,3,4,5,1,4,4,4
7934,F24321,Peebles,OH,Adams,45660,38.98645,-83.36121999999999,7246,Urban,America/New_York,"Programmer, multimedia",9.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,44682.25,Widowed,Male,No,10.63413,11,2,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,51.04299,256.3797,5322.906,3,3,3,4,3,2,4,4
7935,G483633,Lovelock,NV,Pershing,89419,40.2717,-118.179,5523,Rural,America/Los_Angeles,"Accountant, chartered",0.0,24.0,"9th Grade to 12th Grade, No Diploma",Full Time,39936.76222636489,Never Married,Female,No,33.99457,11,0,1,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,69.78016,217.6154,6744.437,4,5,3,4,3,4,3,1
7936,B174619,Buffalo,WV,Putnam,25033,38.61032,-81.92474,2156,Suburban,America/New_York,Environmental health practitioner,0.0,80.0,Regular High School Diploma,Part Time,35866.89,Separated,Female,Yes,10.14217,15,2,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),59.99904,254.0207,5885.235,4,3,2,3,3,4,4,1
7937,P57385,Rockford,IL,Winnebago,61114,42.308409999999995,-88.99096,15591,Rural,America/Chicago,"Biochemist, clinical",4.0,62.0,Bachelor's Degree,Part Time,23498.57,Widowed,Female,No,5.94696,9,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,58.50038000000001,195.3093,5264.753000000001,5,6,5,2,5,5,4,3
7938,J980639,Butler,TN,Johnson,37640,36.329209999999996,-81.97851,3777,Suburban,America/New_York,Adult nurse,0.0,27.0,GED or Alternative Credential,Full Time,42924.08,Married,Female,No,14.911129999999998,11,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Credit Card (automatic),65.84668,126.2517,5951.771,2,3,5,4,3,4,5,3
7939,H385829,Manassa,CO,Conejos,81141,37.156859999999995,-105.8636,1444,Urban,America/Denver,"Editor, magazine features",1.0,53.27574750830565,No Schooling Completed,Full Time,12434.17,Divorced,Male,No,39.11623,15,0,0,No,Month-to-month,No,No,None,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),34.49885764604514,240.4518,4467.334,4,3,4,4,2,5,3,3
7940,T762741,Pueblo,CO,Pueblo,81008,38.43687,-104.6175,10856,Suburban,America/Denver,Armed forces technical officer,3.0,53.27574750830565,Regular High School Diploma,Full Time,5512.35,Married,Female,No,8.995353,12,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),64.91404,107.8141,5921.681,5,4,5,2,4,4,3,6
7941,S986781,Lake Arthur,LA,Jefferson Davis,70549,30.07157,-92.80295,3591,Urban,America/Chicago,Tourism officer,0.0,28.0,"Some College, 1 or More Years, No Degree",Full Time,4241.63,Widowed,Female,No,11.0331,12,2,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),34.49885764604514,210.5829,6708.54,2,1,3,5,4,3,3,2
7942,A854142,Wilson,AR,Mississippi,72395,35.59544,-90.08243,1124,Suburban,America/Chicago,Software engineer,0.0,37.0,Regular High School Diploma,Unemployed,11320.55,Divorced,Female,No,10.704,9,0,2,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),62.20392,176.0299,5936.571999999999,3,4,4,2,5,3,4,3
7943,Q605061,Oran,IA,Fayette,50664,42.70125,-92.07619,104,Suburban,America/Chicago,"Teacher, secondary school",0.0,20.0,"Some College, 1 or More Years, No Degree",Student,39936.76222636489,Widowed,Female,Yes,15.226289999999999,10,0,2,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,63.07037,235.8762,6316.022,2,4,2,4,3,4,4,3
7944,Y585520,Melrose,FL,Putnam,32666,29.725540000000002,-81.99464,7147,Urban,America/New_York,Chartered management accountant,3.0,53.27574750830565,"Some College, Less than 1 Year",Part Time,39270.14,Never Married,Male,No,9.431668,8,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),41.54053,181.1245,3710.298,3,3,4,3,2,3,4,5
7945,N558038,Marsing,ID,Owyhee,83639,43.39705,-116.8712,3515,Rural,America/Boise,Social worker,0.0,72.0,Bachelor's Degree,Student,6527.16,Married,Male,No,9.420588,9,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),55.27064,144.8793,4606.446,3,5,3,3,4,4,4,4
7946,S157500,Keyesport,IL,Bond,62253,38.77688,-89.29754,583,Urban,America/Chicago,Diagnostic radiographer,0.0,59.0,Associate's Degree,Retired,22445.76,Separated,Male,Yes,8.03773,8,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),48.00544,163.5447,4794.505,5,5,6,3,5,4,2,5
7947,R279501,Austin,TX,Travis,78721,30.27005,-97.68365,12492,Rural,America/Chicago,"Solicitor, Scotland",0.0,58.0,Bachelor's Degree,Student,39936.76222636489,Separated,Female,No,39.63295,11,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Electronic Check,70.84337,294.8093,6392.803000000001,4,4,3,4,4,4,3,3
7948,Y608164,Duncanville,TX,Dallas,75137,32.634,-96.91176,19586,Suburban,America/Chicago,Translator,0.0,68.0,Bachelor's Degree,Full Time,43854.96,Never Married,Prefer not to answer,No,12.45882,13,0,2,No,Two Year,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Bank Transfer(automatic),70.14056,222.2476,6662.598000000001,4,5,4,3,5,4,4,2
7949,R709721,Hattiesburg,MS,Lamar,39402,31.333709999999996,-89.41261,41151,Urban,America/Chicago,"Scientist, forensic",0.0,53.27574750830565,"9th Grade to 12th Grade, No Diploma",Unemployed,33554.51,Separated,Male,No,10.43148,14,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Mailed Check,68.53399,194.4832,5971.767,5,4,3,4,4,2,3,3
7950,F884375,Cleveland,MS,Bolivar,38732,33.75623,-90.7275,17644,Rural,America/Chicago,Exhibition designer,0.0,86.0,Bachelor's Degree,Student,34511.01,Married,Male,No,14.345120000000001,12,1,2,No,Two Year,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),67.8068,258.712,3398.8427520151345,2,3,4,3,4,1,3,3
7951,U903738,Garberville,CA,Humboldt,95542,40.08671,-123.7849,2072,Urban,America/Los_Angeles,Chief Technology Officer,2.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,46320.17,Widowed,Male,No,16.00671,3,0,0,No,One year,Yes,No,None,Yes,Yes,Yes,No,No,No,No,Yes,No,Mailed Check,69.18745,152.5342,6013.704000000001,4,4,3,3,6,2,4,3
7952,Z482737,Beaumont,TX,Jefferson,77707,30.05295,-94.17654,18609,Rural,America/Chicago,"Scientist, marine",0.0,67.0,Nursery School to 8th Grade,Full Time,39936.76222636489,Never Married,Female,No,9.897938,16,1,0,No,One year,No,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,34.49885764604514,201.4966,6583.557,4,5,3,3,4,3,3,6
7953,Q424071,Franklin,KS,Crawford,66735,37.52199,-94.7096,513,Urban,America/Chicago,Actuary,10.0,36.0,Nursery School to 8th Grade,Full Time,15625.8,Divorced,Male,No,34.83255,10,1,1,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Electronic Check,58.177859999999995,189.9029,5515.361,4,5,5,4,4,2,5,3
